SOURCELONG:Monster Manual 2	SOURCESHORT:MM2	SOURCEWEB:http://www.gozzilioni.net																														
																																
###Block: Proficiencies																																
# Ability Name	Category of Ability	TYPE:	Visible	Special ABility					Define					Bonus					Stackable?	Multiple?	Choose	select										Source Page
Poison	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Fort DC %1. Initial: 1d6 points of WIS damage. Secondary: 2d6 points of -WIS damage. The save DC is Constitution-based.|PoisonDC	KEY:Avolakia ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREFEAT:1,Ability Focus(Poison)																	SOURCEPAGE:MM2
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Avolakia ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=14|Chill Touch|Cause Fear|Detect Magic|Disrupt Undead|Gentle Repose|Ghoul Touch|Halt Undead|Mage Hand|Read Magic|Spectral Hand	SPELLS:Innate|TIMES=3|CASTERLEVEL=14|Animate Dead|Create Undead|Enervation|Vampiric Touch								SOURCEPAGE:MM2
Suggestion	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Avolakia ~ Suggestion																		SPELLS:Innate|TIMES=CHA|CASTERLEVEL=10|Suggestion									SOURCEPAGE:MM2
Change Shape	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:An Avolakia can assume the form of any humanoid.	KEY:Avolakia ~ Change Shape																											SOURCEPAGE:MM2
Defensive Aura	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:+6 deflection bonus to Armor Class. This ability is always in effect.	KEY:Avolakia ~ Defensive Aura									BONUS:COMBAT|AC|6|TYPE=Deflection																		SOURCEPAGE:MM2
Immunities	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:because of its close association with undead, the avolakia has developed immunity to cold, disease, energy drain and paralysis.	KEY:Avolakia ~ Immunities																		ABILITY:Special Ability|VIRTUAL|Immunity To Cold|Immunity To Disease|Immunity To Energy Drain|Immunity To Paralysis									SOURCEPAGE:MM2
Regeneration	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:An avolakia takes normal damage from acid, fire and electricity.	KEY:Avolakia ~ Regeneration	OUTPUTNAME:Regeneration %1|RegenerationRate									BONUS:VAR|RegenerationRate|4																	SOURCEPAGE:MM2
Skills	CATEGORY:Special Ability	TYPE:AvolakiaRaceTrait.SpecialQuality	VISIBLE:YES	DESC:Because of the slime it constantly exudes, an Avolakia gains +10 competence bonus on Escape Artist checks.	KEY:Avolakia ~ Skills																											SOURCEPAGE:MM2
																																
Race Traits ~ Banshee	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common	AUTO:FEAT|Iron Will	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Banshee ~ Charisma Drain|Banshee ~ Horrific Appearance|Banshee ~ Wail|Banshee ~ Detect Living|Banshee ~ Stunt Plants									BONUS:VAR|Maneuverability|4																		
Charisma Drain	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:permanent 1d4 Cha drain healing 5 points of damage (2d4 on critical hit, 10 hit points) (Fort DC %1)|CharismaDrainDC	KEY:Banshee ~ Charisma Drain				DEFINE:CharismaDrainDC|0					BONUS:VAR|CharismaDrainDC|DefaultDCCha	BONUS:VAR|CharismaDrainDC|2|PREFEAT:1,Ability Focus(Charisma Drain)																	SOURCEPAGE:MM2
Horrific Appearance	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1 ft radius, permanent 1d4 STR, DEX, CON drain (Fort DC %2)|HorrificAppearanceRadius|HorrificAppearanceDC	KEY:Banshee ~ Horrific Appearance				DEFINE:HorrificAppearanceRadius|0	DEFINE:HorrificAppearanceDC|0				BONUS:VAR|HorrificAppearanceRadius|60	BONUS:VAR|HorrificAppearanceDC|DefaultDCCha	BONUS:VAR|HorrificAppearanceDC|2|PREFEAT:1,Ability Focus(Horrific Appearance)																SOURCEPAGE:MM2
Wail	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:3/day up to 18 creature in %1-ft cone or %2 spread centered on the banshee (Fort DC %3)|WailRadius|WailRadius*2|WailDC	KEY:Banshee ~ Wail				DEFINE:WailRadius|0	DEFINE:WailDC|0				BONUS:VAR|WailRadius|30	BONUS:VAR|WailDC|DefaultDCCha	BONUS:VAR|WailDC|2|PREFEAT:1,Ability Focus(Wail)																SOURCEPAGE:MM2
Detect Living	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES	DESC:This ability functions like Commune With Nature spell, except that it detect only living creatures and the range is one-half mile. The banshee can use Detect Living up to trhee times per day.	KEY:Banshee ~ Detect Living																		SPELLS:Innate|TIMES=3|CASTERLEVEL=HD|Commune with Nature									SOURCEPAGE:MM2
Stunt Plants	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Once per day a Banshee can stunt all normal plants within a one-half mile radius. This ability functions like the "stunt growth" version of a Diminish Plants spell (casterlevel 18th).	KEY:Banshee ~ Stunt Plants																		SPELLS:Innate|TIMES=3|CASTERLEVEL=18|Diminish Plants									SOURCEPAGE:MM2
																																
Race Traits ~ Bladeling	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Common	ABILITY:Special Ability|AUTOMATIC|Bladeling ~ Razor Storm|Resistance to Cold|Resistance to Fire										BONUS:VAR|FireResistanceBonus|5|TYPE=Racial	BONUS:VAR|ColdResistanceBonus|5|TYPE=Racial																	
Razor Storm	CATEGORY:Special Ability	TYPE:BladelingRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Once per day, a Bladeling can expel shrapnelllike bits of its skin in a 15' ft cone dealing 2d6 points of piercing damage to any creature ion the area (Ref DC %1 halves).|RazorStormDC	KEY:Bladeling ~ Razor Storm				DEFINE:RazorStormDC|0					BONUS:VAR|RazorStormDC|DefaultDCCon	BONUS:VAR|RazorStormDC|2|PREFEAT:1,Ability Focus(Razor Storm)																	SOURCEPAGE:MM2
Immunities	CATEGORY:Special Ability	TYPE:BansheeRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:A Bladeling takes no damage from acid and is immune to rust attacks despite its metallic hide.	KEY:Bladeling ~ Immunities																		ABILITY:Special Ability|VIRTUAL|Immunity To Acid|Immunity To Rust									SOURCEPAGE:MM2
																																
Race Traits ~ Blood Ape	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Blood Ape ~ Growth|Blood Ape ~ Improved Grab|Blood Ape ~ Rend|Scent																													
Growth	CATEGORY:Special Ability	TYPE:BloodApeRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:The alpha male in every group of Blood Apes can use this power up to eight times per day. It functions like an Animal Growth spell (casterlevel 9th).	KEY:Blood Ape ~ Growth																		SPELLS:Innate|TIMES=8|CASTERLEVEL=9|Animal Growth									SOURCEPAGE:MM2
Improved Grab	CATEGORY:Special Ability	TYPE:BloodApeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a Blood Ape hits an opponent that is at least one size category smaller than itself with a Claw attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. If it hits with both Claws it can also Rend in the same round.	KEY:Blood Ape ~ Improved Grab																											SOURCEPAGE:MM2
Rend	CATEGORY:Special Ability	TYPE:BloodApeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Blood Ape that hits with both claw attacks latches onto the opponent's body and tears the flesh. This attack automatically deals an extra 2d4+%1 points of damage.|RendBonusDamage	KEY:Blood Ape ~ Rend																											SOURCEPAGE:MM2
																																
Race Traits ~ Boggle	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Boggles	ABILITY:Special Ability|AUTOMATIC|Boggle ~ Improved Grab|Boggle ~ Dimension Door|Resistance To Fire|Boggle ~ Grease|Scent|Boggle ~ Skills										BONUS:VAR|FireResistanceBonus|5|TYPE=Racial																		
Improved Grab	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:If a Boogle hits an opponent of up to one size category larger than itself with a Claw attack, it deals normal damage and attempts to start a grapple as a free action without provoking an attack of opportunity. If it hits with both Claws it can also Rend in the same round.	KEY:Boggle ~ Improved Grab																											SOURCEPAGE:MM2
Rend	CATEGORY:Special Ability	TYPE:BoogleRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Boggle that hits a single target with both claws latches onto the opponent's body and tears the flesh. This attack automatically deals an extra 2d4+%1 points of damage.|RendBonusDamage	KEY:Boggle ~ Rend																											SOURCEPAGE:MM2
Dimension Door	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialQuality.SpellLike	VISIBLE:YES		KEY:Boggle ~ Dimension Door																		SPELLS:Innate|TIMES=6|CASTERLEVEL=8|Dimension Door									SOURCEPAGE:MM2
Grease	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:At will, a boggle can secrete an oily, viscous, nonflammable substance from its skin. This ability functions like the spell Grease except that the range is touch, the duration is %1 round, and the Reflex DC is %2|DefaultDCCon|HD	KEY:Boggle ~ Grease																											SOURCEPAGE:MM2
Skills	CATEGORY:Special Ability	TYPE:BoggleRaceTrait.SpecialQuality	VISIBLE:YES	DESC:because of its perpetually oily skin, a Boggle gains +10 racial bonus on Escape Artist checks.	KEY:Boggle ~ Skills									BONUS:SKILL|Escape Artist|10|TYPE=Racial																		SOURCEPAGE:MM2
																																
Race Traits ~ Bogun	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Flight Maneuverability|Bogun ~ Poison											BONUS:VAR|Maneuverability|4																		
Poison	CATEGORY:Special Ability	TYPE:BogunRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Fort DC %1. Initial: 1d6 points of DEX damage. Secondary: 1d6 points of DEX damage. The save DC is Constitution-based.|PoisonDC	KEY:Bogun ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREFEAT:1,Ability Focus(Poison)																	SOURCEPAGE:MM2
																																
Race Traits ~ Bone Naga	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Bone Naga ~ Poison|Bone Naga ~ Spells|Bone Naga ~ Detect Thoughts|Bone Naga ~ Guarded Thoughts|Bone Naga ~ Immunities|Telepathy											BONUS:VAR|TelepathyRange|250																		
Poison	CATEGORY:Special Ability	TYPE:BoneNagaRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:Fort DC %1. Bite: Initial: 1d4 points of STR damage. Secondary: 1d4 points of STR damage. The save DC is Constitution-based. &nl;Sting: Initial: 1d4 points of CON damage. Secondary: 1d4 points of CON damage. The save DC is Constitution-based.|PoisonDC	KEY:Bone Naga ~ Poison				DEFINE:PoisonDC|0					BONUS:VAR|PoisonDC|DefaultDCCon	BONUS:VAR|PoisonDC|2|PREFEAT:1,Ability Focus(Poison)																	SOURCEPAGE:MM2
Spells	CATEGORY:Special Ability	TYPE:BoneNagaRaceTrait.SpecialAttack	VISIBLE:YES	DESC:A Bone Naga can cast arcane spells as a 14th-level sorcerer (spells/know 9/5/5/4/4/3/2/1; spells/day 6/7/7/7/6/6/5/3; Save DC %1+spell level)|10+CHA	KEY:Bone Naga ~ Spells																											SOURCEPAGE:MM2
Detect Thoughts	CATEGORY:Special Ability	TYPE:BoneNagaRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:A Bone Naga can continuously detect the thoughts of those around it. This ability functions like a Detect Thoughts spell (caster level 9th; Will DC %1), and it is always active.|DefaultDCCha	KEY:Bone Naga ~ Detect Thoughts																											SOURCEPAGE:MM2
Guarded Thoughts	CATEGORY:Special Ability	TYPE:BoneNagaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Because of their ability to shield their thoughts, Bone Nagas are immune di any form of mind-reading.	KEY:Bone Naga ~ Guarded Thoughts																											SOURCEPAGE:MM2
Immunities	CATEGORY:Special Ability	TYPE:BoneNagaRaceTrait.SpecialQuality.Extraordinary	VISIBLE:YES	DESC:Bone Naga are immune to Cold.	KEY:Bone Naga ~ Immunities																		ABILITY:Special Ability|VIRTUAL|Immunity To Cold									SOURCEPAGE:MM2
																																
Race Traits ~ Bone Ooze	CATEGORY:Internal	TYPE:Special	ABILITY:Special Ability|AUTOMATIC|Bone Ooze ~ Ability Drain|Bone Ooze ~ Bone Meld|Bone Ooze ~ Engulf|Bone Ooze ~ Wounding																													
Ability Drain	CATEGORY:Special Ability	TYPE:BoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A successful slam attack from Bone Ooze absorbs some of the victim's bone structure. Any melee hit deal 1d6 strength drain, 1d6 dexterity drain and 1d6 constitution drain. On critical hit, it drains ttwice that amount from each affected score. A Bone Ooze heals 5 points of damage it has taken (10 on critical hit).	KEY:Bone Ooze ~ Ability Drain																											SOURCEPAGE:MM2
Bone Meld	CATEGORY:Special Ability	TYPE:BoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:1/round a Bone Ooze can attempt to absorb the skeleton of an engulfed creature into its own. The victim must make a succesfull Fort save (DC %1) or die.|BoneMeldDC	KEY:Bone Ooze ~ Bone Meld				DEFINE:BoneMeldDC|0					BONUS:VAR|BoneMeldDC|DefaultDCCon	BONUS:VAR|BoneMeldDC|2|PREFEAT:1,Ability Focus(Bone Meld)																	SOURCEPAGE:MM2
Engulf	CATEGORY:Special Ability	TYPE:BoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:A Bone Ooze can simply bowl over Huge or smaller creature as standard action. Reflex saves (DC %1) to avoid being engulfed.|EngulfDC	KEY:Bone Ooze ~ Engulf				DEFINE:EngulfDC|0					BONUS:VAR|EngulfDC|DefaultDCCon	BONUS:VAR|EngulfDC|2|PREFEAT:1,Ability Focus(Engulf)																	SOURCEPAGE:MM2
Wounding	CATEGORY:Special Ability	TYPE:BoneOozeRaceTrait.SpecialAttack.Extraordinary	VISIBLE:YES	DESC:a Bone Ooze slam or engulf attack causes a wound that bleed for 5 points od damage per round thereafted, in addition to the attack's normal damafe. The bleeding can be stopper with an Heal check (DC %1) or the applicatio of a Cure spell or some other healing spells.|WoundingDC	KEY:Bone Ooze ~ Wounding				DEFINE:WoundingDC|0					BONUS:VAR|WoundingDC|DefaultDCCon	BONUS:VAR|WoundingDC|2|PREFEAT:1,Ability Focus(Wounding)																	SOURCEPAGE:MM2
																																
Race Traits ~ Braxat	CATEGORY:Internal	TYPE:Special	AUTO:LANG|Giant	AUTO:FEAT|Combat Expertise|Iron Will|Power Attack	ABILITY:Special Ability|AUTOMATIC|Braxat ~ Telepathy|Braxat ~ Breath Weapon|Braxat ~ Mind Blast|Braxat ~ Psionics|Braxat ~ Spell-Like Abilities																											
Telepathy	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialQuality.Supernatural	VISIBLE:YES	DESC:Braxat can communicate telepathically with any creatures within one mile that has a language.	KEY:Braxat ~ Telepathy	SERVESAS:ABILITY=Special Ability|Telepathy																										SOURCEPAGE:MM2
Breath Weapon	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.Supernatural	VISIBLE:YES	DESC:%1' Cone of Cold %2d%3 Fort DC %4 half|BreathWeaponCone|BreathWeaponDice|BreathWeaponDamageDie|BreathWeaponDC	KEY:Braxat ~ Breath Weapon									BONUS:VAR|BreathWeaponCone|30	BONUS:VAR|BreathWeaponDice|3	BONUS:VAR|BreathWeaponDamageDie|8	BONUS:VAR|BreathWeaponDC|DefaultDCCon	BONUS:VAR|BreathWeaponDC|2|PREFEAT:1,Ability Focus(Breath Weapon)														SOURCEPAGE:MM2
Mind Blast	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES	DESC:%1' Mind Blast Will DC %2 or stunned for 2d4 rounds|MindBlastCone|MindBlastDC	KEY:Braxat ~ Mind Blast				DEFINE:MindBlastCone|0	DEFINE:MindBlastDC|0				BONUS:VAR|MindBlastCone|30	BONUS:VAR|MindBlastDC|DefaultDCCha	BONUS:VAR|MindBlastDC|2|PREFEAT:1,Ability Focus(Mind Blast)																SOURCEPAGE:MM2
Psionics	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Braxat ~ Psionics																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Dimension Door|Mind Blank									
Spell-Like Abilities	CATEGORY:Special Ability	TYPE:BraxatRaceTrait.SpecialAttack.SpellLike	VISIBLE:YES		KEY:Braxat ~ Spell-Like Abilities																		SPELLS:Innate|TIMES=ATWILL|CASTERLEVEL=8|Blink	SPELLS:Innate|TIMES=1|CASTERLEVEL=8|Confusion|Feeblemind								
																																
																																
																																
																																
																																
																																
																																
																																
																																
# Gambol Fear Aura	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|FearAuraRadius|100	BONUS:VAR|FearAuraDC|10+(HD/2)+CHA																	SOURCEPAGE:MM2
# Gold Clockwork Horror	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|LightningBoltRange|40	BONUS:VAR|LightningBoltDamageDie|6																	SOURCEPAGE:MM2
# Julajimus Fear Aura	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|FearAuraRadius|20	BONUS:VAR|FearAuraDC|10+(HD/2)+CHA																	SOURCEPAGE:MM2
# Kelvezu Sneak Attack	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO						DEFINE:KelvezuSneakAttackLVL|HD					BONUS:VAR|SneakAttackDice|(KelvezuSneakAttackLVL+2)/3*2																		SOURCEPAGE:MM2
# Lupinal Dodge Missiles	CATEGORY:Special Ability	TYPE:Internal	VISIBLE:NO											BONUS:VAR|DodgeMissilesPerRound|3																		SOURCEPAGE:MM2
